	annotation_category	fident	COV_query	COV_target	TruePositive	FalsePositive	sum_TPFP	precision	TruePositive_x_sum_TPFP
306	InterPro	0.0	0.3	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
307	InterPro	0.0	0.3	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
308	InterPro	0.0	0.3	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
309	InterPro	0.0	0.4	0.4	36634	22858	59492	0.6157802729778794	22558.494520271634
310	InterPro	0.0	0.4	0.5	36634	22858	59492	0.6157802729778794	22558.494520271634
311	InterPro	0.0	0.4	0.6	36634	22858	59492	0.6157802729778794	22558.494520271634
312	InterPro	0.0	0.4	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
313	InterPro	0.0	0.4	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
314	InterPro	0.0	0.4	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
315	InterPro	0.0	0.5	0.5	36634	22858	59492	0.6157802729778794	22558.494520271634
316	InterPro	0.0	0.5	0.6	36634	22858	59492	0.6157802729778794	22558.494520271634
317	InterPro	0.0	0.5	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
318	InterPro	0.0	0.5	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
319	InterPro	0.0	0.5	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
320	InterPro	0.0	0.6	0.6	36634	22858	59492	0.6157802729778794	22558.494520271634
321	InterPro	0.0	0.6	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
322	InterPro	0.0	0.6	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
323	InterPro	0.0	0.6	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
324	InterPro	0.0	0.7	0.7	36634	22858	59492	0.6157802729778794	22558.494520271634
325	InterPro	0.0	0.7	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
326	InterPro	0.0	0.7	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
327	InterPro	0.0	0.8	0.8	36634	22858	59492	0.6157802729778794	22558.494520271634
328	InterPro	0.0	0.8	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
329	InterPro	0.0	0.9	0.9	36634	22858	59492	0.6157802729778794	22558.494520271634
330	Pfam	0.0	0.0	0.0	44715	8236	52951	0.8444599724273385	37760.02766708844
331	Pfam	0.0	0.0	0.1	44715	8236	52951	0.8444599724273385	37760.02766708844
332	Pfam	0.0	0.0	0.2	44715	8236	52951	0.8444599724273385	37760.02766708844
333	Pfam	0.0	0.0	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
334	Pfam	0.0	0.0	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
335	Pfam	0.0	0.0	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
336	Pfam	0.0	0.0	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
337	Pfam	0.0	0.0	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
338	Pfam	0.0	0.0	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
339	Pfam	0.0	0.0	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
340	Pfam	0.0	0.1	0.1	44715	8236	52951	0.8444599724273385	37760.02766708844
341	Pfam	0.0	0.1	0.2	44715	8236	52951	0.8444599724273385	37760.02766708844
342	Pfam	0.0	0.1	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
343	Pfam	0.0	0.1	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
344	Pfam	0.0	0.1	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
345	Pfam	0.0	0.1	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
346	Pfam	0.0	0.1	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
347	Pfam	0.0	0.1	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
348	Pfam	0.0	0.1	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
349	Pfam	0.0	0.2	0.2	44715	8236	52951	0.8444599724273385	37760.02766708844
350	Pfam	0.0	0.2	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
351	Pfam	0.0	0.2	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
352	Pfam	0.0	0.2	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
353	Pfam	0.0	0.2	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
354	Pfam	0.0	0.2	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
355	Pfam	0.0	0.2	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
356	Pfam	0.0	0.2	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
357	Pfam	0.0	0.3	0.3	44715	8236	52951	0.8444599724273385	37760.02766708844
358	Pfam	0.0	0.3	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
359	Pfam	0.0	0.3	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
360	Pfam	0.0	0.3	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
361	Pfam	0.0	0.3	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
362	Pfam	0.0	0.3	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
363	Pfam	0.0	0.3	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
364	Pfam	0.0	0.4	0.4	44715	8236	52951	0.8444599724273385	37760.02766708844
365	Pfam	0.0	0.4	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
366	Pfam	0.0	0.4	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
367	Pfam	0.0	0.4	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
368	Pfam	0.0	0.4	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
369	Pfam	0.0	0.4	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
370	Pfam	0.0	0.5	0.5	44715	8236	52951	0.8444599724273385	37760.02766708844
371	Pfam	0.0	0.5	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
372	Pfam	0.0	0.5	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
373	Pfam	0.0	0.5	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
374	Pfam	0.0	0.5	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
375	Pfam	0.0	0.6	0.6	44715	8236	52951	0.8444599724273385	37760.02766708844
376	Pfam	0.0	0.6	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
377	Pfam	0.0	0.6	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
378	Pfam	0.0	0.6	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
379	Pfam	0.0	0.7	0.7	44715	8236	52951	0.8444599724273385	37760.02766708844
380	Pfam	0.0	0.7	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
381	Pfam	0.0	0.7	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
382	Pfam	0.0	0.8	0.8	44715	8236	52951	0.8444599724273385	37760.02766708844
383	Pfam	0.0	0.8	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
384	Pfam	0.0	0.9	0.9	44715	8236	52951	0.8444599724273385	37760.02766708844
385	EC number	0.05	0.0	0.0	9333	1331	10664	0.8751875468867217	8168.125375093774
386	EC number	0.05	0.0	0.1	9333	1331	10664	0.8751875468867217	8168.125375093774
387	EC number	0.05	0.0	0.2	9333	1331	10664	0.8751875468867217	8168.125375093774
388	EC number	0.05	0.0	0.3	9333	1331	10664	0.8751875468867217	8168.125375093774
389	EC number	0.05	0.0	0.4	9333	1331	10664	0.8751875468867217	8168.125375093774
390	EC number	0.05	0.0	0.5	9333	1331	10664	0.8751875468867217	8168.125375093774
391	EC number	0.05	0.0	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
392	EC number	0.05	0.0	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
393	EC number	0.05	0.0	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
394	EC number	0.05	0.0	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
395	EC number	0.05	0.1	0.1	9333	1331	10664	0.8751875468867217	8168.125375093774
396	EC number	0.05	0.1	0.2	9333	1331	10664	0.8751875468867217	8168.125375093774
397	EC number	0.05	0.1	0.3	9333	1331	10664	0.8751875468867217	8168.125375093774
398	EC number	0.05	0.1	0.4	9333	1331	10664	0.8751875468867217	8168.125375093774
399	EC number	0.05	0.1	0.5	9333	1331	10664	0.8751875468867217	8168.125375093774
400	EC number	0.05	0.1	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
401	EC number	0.05	0.1	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
402	EC number	0.05	0.1	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
403	EC number	0.05	0.1	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
404	EC number	0.05	0.2	0.2	9333	1331	10664	0.8751875468867217	8168.125375093774
405	EC number	0.05	0.2	0.3	9333	1331	10664	0.8751875468867217	8168.125375093774
406	EC number	0.05	0.2	0.4	9333	1331	10664	0.8751875468867217	8168.125375093774
407	EC number	0.05	0.2	0.5	9333	1331	10664	0.8751875468867217	8168.125375093774
408	EC number	0.05	0.2	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
409	EC number	0.05	0.2	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
410	EC number	0.05	0.2	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
411	EC number	0.05	0.2	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
412	EC number	0.05	0.3	0.3	9333	1331	10664	0.8751875468867217	8168.125375093774
413	EC number	0.05	0.3	0.4	9333	1331	10664	0.8751875468867217	8168.125375093774
414	EC number	0.05	0.3	0.5	9333	1331	10664	0.8751875468867217	8168.125375093774
415	EC number	0.05	0.3	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
416	EC number	0.05	0.3	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
417	EC number	0.05	0.3	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
418	EC number	0.05	0.3	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
419	EC number	0.05	0.4	0.4	9333	1331	10664	0.8751875468867217	8168.125375093774
420	EC number	0.05	0.4	0.5	9333	1331	10664	0.8751875468867217	8168.125375093774
421	EC number	0.05	0.4	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
422	EC number	0.05	0.4	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
423	EC number	0.05	0.4	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
424	EC number	0.05	0.4	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
425	EC number	0.05	0.5	0.5	9333	1331	10664	0.8751875468867217	8168.125375093774
426	EC number	0.05	0.5	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
427	EC number	0.05	0.5	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
428	EC number	0.05	0.5	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
429	EC number	0.05	0.5	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
430	EC number	0.05	0.6	0.6	9333	1331	10664	0.8751875468867217	8168.125375093774
431	EC number	0.05	0.6	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
432	EC number	0.05	0.6	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
433	EC number	0.05	0.6	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
434	EC number	0.05	0.7	0.7	9333	1331	10664	0.8751875468867217	8168.125375093774
435	EC number	0.05	0.7	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
436	EC number	0.05	0.7	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
437	EC number	0.05	0.8	0.8	9333	1331	10664	0.8751875468867217	8168.125375093774
438	EC number	0.05	0.8	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
439	EC number	0.05	0.9	0.9	9333	1331	10664	0.8751875468867217	8168.125375093774
440	Protein families	0.05	0.0	0.0	28458	1422	29880	0.9524096385542169	27103.673493975904
441	Protein families	0.05	0.0	0.1	28458	1422	29880	0.9524096385542169	27103.673493975904
442	Protein families	0.05	0.0	0.2	28458	1422	29880	0.9524096385542169	27103.673493975904
443	Protein families	0.05	0.0	0.3	28458	1422	29880	0.9524096385542169	27103.673493975904
444	Protein families	0.05	0.0	0.4	28458	1422	29880	0.9524096385542169	27103.673493975904
445	Protein families	0.05	0.0	0.5	28458	1422	29880	0.9524096385542169	27103.673493975904
446	Protein families	0.05	0.0	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
447	Protein families	0.05	0.0	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
448	Protein families	0.05	0.0	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
449	Protein families	0.05	0.0	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
450	Protein families	0.05	0.1	0.1	28458	1422	29880	0.9524096385542169	27103.673493975904
451	Protein families	0.05	0.1	0.2	28458	1422	29880	0.9524096385542169	27103.673493975904
452	Protein families	0.05	0.1	0.3	28458	1422	29880	0.9524096385542169	27103.673493975904
453	Protein families	0.05	0.1	0.4	28458	1422	29880	0.9524096385542169	27103.673493975904
454	Protein families	0.05	0.1	0.5	28458	1422	29880	0.9524096385542169	27103.673493975904
455	Protein families	0.05	0.1	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
456	Protein families	0.05	0.1	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
457	Protein families	0.05	0.1	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
458	Protein families	0.05	0.1	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
459	Protein families	0.05	0.2	0.2	28458	1422	29880	0.9524096385542169	27103.673493975904
460	Protein families	0.05	0.2	0.3	28458	1422	29880	0.9524096385542169	27103.673493975904
461	Protein families	0.05	0.2	0.4	28458	1422	29880	0.9524096385542169	27103.673493975904
462	Protein families	0.05	0.2	0.5	28458	1422	29880	0.9524096385542169	27103.673493975904
463	Protein families	0.05	0.2	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
464	Protein families	0.05	0.2	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
465	Protein families	0.05	0.2	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
466	Protein families	0.05	0.2	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
467	Protein families	0.05	0.3	0.3	28458	1422	29880	0.9524096385542169	27103.673493975904
468	Protein families	0.05	0.3	0.4	28458	1422	29880	0.9524096385542169	27103.673493975904
469	Protein families	0.05	0.3	0.5	28458	1422	29880	0.9524096385542169	27103.673493975904
470	Protein families	0.05	0.3	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
471	Protein families	0.05	0.3	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
472	Protein families	0.05	0.3	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
473	Protein families	0.05	0.3	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
474	Protein families	0.05	0.4	0.4	28458	1422	29880	0.9524096385542169	27103.673493975904
475	Protein families	0.05	0.4	0.5	28458	1422	29880	0.9524096385542169	27103.673493975904
476	Protein families	0.05	0.4	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
477	Protein families	0.05	0.4	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
478	Protein families	0.05	0.4	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
479	Protein families	0.05	0.4	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
480	Protein families	0.05	0.5	0.5	28458	1422	29880	0.9524096385542169	27103.673493975904
481	Protein families	0.05	0.5	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
482	Protein families	0.05	0.5	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
483	Protein families	0.05	0.5	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
484	Protein families	0.05	0.5	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
485	Protein families	0.05	0.6	0.6	28458	1422	29880	0.9524096385542169	27103.673493975904
486	Protein families	0.05	0.6	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
487	Protein families	0.05	0.6	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
488	Protein families	0.05	0.6	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
489	Protein families	0.05	0.7	0.7	28458	1422	29880	0.9524096385542169	27103.673493975904
490	Protein families	0.05	0.7	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
491	Protein families	0.05	0.7	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
492	Protein families	0.05	0.8	0.8	28458	1422	29880	0.9524096385542169	27103.673493975904
493	Protein families	0.05	0.8	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
494	Protein families	0.05	0.9	0.9	28458	1422	29880	0.9524096385542169	27103.673493975904
495	KEGG	0.05	0.0	0.0	21697	10348	32045	0.6770791075050709	14690.585395537524
496	KEGG	0.05	0.0	0.1	21697	10348	32045	0.6770791075050709	14690.585395537524
497	KEGG	0.05	0.0	0.2	21697	10348	32045	0.6770791075050709	14690.585395537524
498	KEGG	0.05	0.0	0.3	21697	10348	32045	0.6770791075050709	14690.585395537524
499	KEGG	0.05	0.0	0.4	21697	10348	32045	0.6770791075050709	14690.585395537524
500	KEGG	0.05	0.0	0.5	21697	10348	32045	0.6770791075050709	14690.585395537524
501	KEGG	0.05	0.0	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
502	KEGG	0.05	0.0	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
503	KEGG	0.05	0.0	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
504	KEGG	0.05	0.0	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
505	KEGG	0.05	0.1	0.1	21697	10348	32045	0.6770791075050709	14690.585395537524
506	KEGG	0.05	0.1	0.2	21697	10348	32045	0.6770791075050709	14690.585395537524
507	KEGG	0.05	0.1	0.3	21697	10348	32045	0.6770791075050709	14690.585395537524
508	KEGG	0.05	0.1	0.4	21697	10348	32045	0.6770791075050709	14690.585395537524
509	KEGG	0.05	0.1	0.5	21697	10348	32045	0.6770791075050709	14690.585395537524
510	KEGG	0.05	0.1	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
511	KEGG	0.05	0.1	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
512	KEGG	0.05	0.1	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
513	KEGG	0.05	0.1	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
514	KEGG	0.05	0.2	0.2	21697	10348	32045	0.6770791075050709	14690.585395537524
515	KEGG	0.05	0.2	0.3	21697	10348	32045	0.6770791075050709	14690.585395537524
516	KEGG	0.05	0.2	0.4	21697	10348	32045	0.6770791075050709	14690.585395537524
517	KEGG	0.05	0.2	0.5	21697	10348	32045	0.6770791075050709	14690.585395537524
518	KEGG	0.05	0.2	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
519	KEGG	0.05	0.2	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
520	KEGG	0.05	0.2	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
521	KEGG	0.05	0.2	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
522	KEGG	0.05	0.3	0.3	21697	10348	32045	0.6770791075050709	14690.585395537524
523	KEGG	0.05	0.3	0.4	21697	10348	32045	0.6770791075050709	14690.585395537524
524	KEGG	0.05	0.3	0.5	21697	10348	32045	0.6770791075050709	14690.585395537524
525	KEGG	0.05	0.3	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
526	KEGG	0.05	0.3	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
527	KEGG	0.05	0.3	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
528	KEGG	0.05	0.3	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
529	KEGG	0.05	0.4	0.4	21697	10348	32045	0.6770791075050709	14690.585395537524
530	KEGG	0.05	0.4	0.5	21697	10348	32045	0.6770791075050709	14690.585395537524
531	KEGG	0.05	0.4	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
532	KEGG	0.05	0.4	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
533	KEGG	0.05	0.4	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
534	KEGG	0.05	0.4	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
535	KEGG	0.05	0.5	0.5	21697	10348	32045	0.6770791075050709	14690.585395537524
536	KEGG	0.05	0.5	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
537	KEGG	0.05	0.5	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
538	KEGG	0.05	0.5	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
539	KEGG	0.05	0.5	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
540	KEGG	0.05	0.6	0.6	21697	10348	32045	0.6770791075050709	14690.585395537524
541	KEGG	0.05	0.6	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
542	KEGG	0.05	0.6	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
543	KEGG	0.05	0.6	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
544	KEGG	0.05	0.7	0.7	21697	10348	32045	0.6770791075050709	14690.585395537524
545	KEGG	0.05	0.7	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
546	KEGG	0.05	0.7	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
547	KEGG	0.05	0.8	0.8	21697	10348	32045	0.6770791075050709	14690.585395537524
548	KEGG	0.05	0.8	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
549	KEGG	0.05	0.9	0.9	21697	10348	32045	0.6770791075050709	14690.585395537524
550	OrthoDB	0.05	0.0	0.0	32770	12253	45023	0.7278502098927215	23851.651378184484
551	OrthoDB	0.05	0.0	0.1	32770	12253	45023	0.7278502098927215	23851.651378184484
552	OrthoDB	0.05	0.0	0.2	32770	12253	45023	0.7278502098927215	23851.651378184484
553	OrthoDB	0.05	0.0	0.3	32770	12253	45023	0.7278502098927215	23851.651378184484
554	OrthoDB	0.05	0.0	0.4	32770	12253	45023	0.7278502098927215	23851.651378184484
555	OrthoDB	0.05	0.0	0.5	32770	12253	45023	0.7278502098927215	23851.651378184484
556	OrthoDB	0.05	0.0	0.6	32770	12253	45023	0.7278502098927215	23851.651378184484
557	OrthoDB	0.05	0.0	0.7	32770	12253	45023	0.7278502098927215	23851.651378184484
