cluster_representer_or_OG	OGsize	OGhypotetical_proteins	only_hypothetical_OG
BSAL_20505	148	55.0	False
BSAL_20785	202	164.0	False
BSAL_21145	65	7.0	False
BSAL_21175	28		False
BSAL_21300	11	10.0	False
BSAL_21650	44	1.0	False
BSAL_22225	65	26.0	False
BSAL_22580	61	60.0	False
BSAL_22615	58	7.0	False
BSAL_22710	64	62.0	False
BSAL_22830	62	7.0	False
BSAL_22945	73	6.0	False
BSAL_23165	17	16.0	False
BSAL_23280	35	3.0	False
BSAL_23470	45	19.0	False
BSAL_23530	61	24.0	False
BSAL_23570	63	6.0	False
BSAL_23700	66	19.0	False
BSAL_23705	14	6.0	False
BSAL_23790	20	9.0	False
BSAL_23940	66	66.0	True
BSAL_24005	123	13.0	False
BSAL_24095	81	11.0	False
BSAL_24530	69	7.0	False
BSAL_25120	70	13.0	False
BSAL_25130	70	6.0	False
BSAL_25925	18		False
BSAL_26050	63	62.0	False
BSAL_26090	27	13.0	False
BSAL_26140	62	61.0	False
BSAL_26230	65	64.0	False
BSAL_26345	51	46.0	False
BSAL_26355	58	8.0	False
BSAL_26365	64	19.0	False
BSAL_26615	191	22.0	False
BSAL_26685	16		False
BSAL_26940	131	13.0	False
BSAL_27270	64	58.0	False
BSAL_27315	11		False
BSAL_27345	165	18.0	False
BSAL_27390	28	19.0	False
BSAL_27835	119	28.0	False
BSAL_27880	61	6.0	False
BSAL_27895	56	22.0	False
BSAL_27905	15	10.0	False
BSAL_27955	29	6.0	False
BSAL_28335	58	20.0	False
BSAL_28615	17	10.0	False
BSAL_29180	68	22.0	False
BSAL_29395	28	14.0	False
BSAL_29850	65	56.0	False
BSAL_30170	60	59.0	False
BSAL_30190	37		False
BSAL_30460	65	63.0	False
BSAL_30650	66	7.0	False
BSAL_30740	65	25.0	False
BSAL_30770	66	26.0	False
BSAL_30835	20	19.0	False
BSAL_30840	68	7.0	False
BSAL_30880	60	60.0	True
BSAL_31040	30		False
BSAL_31210	68	19.0	False
BSAL_31280	16	15.0	False
BSAL_31380	10	10.0	True
BSAL_31410	63	28.0	False
BSAL_31495	43		False
BSAL_31535	20	19.0	False
BSAL_31740	26	10.0	False
BSAL_31930	105	12.0	False
BSAL_32125	68	6.0	False
BSAL_32295	18	2.0	False
BSAL_32395	61	6.0	False
BSAL_32420	42	7.0	False
BSAL_32580	34	34.0	True
BSAL_32785	68	47.0	False
BSAL_32790	13		False
BSAL_33050	24	23.0	False
BSAL_33305	64	6.0	False
BSAL_33395	17	5.0	False
BSAL_33430	31	9.0	False
BSAL_33455	64	6.0	False
BSAL_33805	14	10.0	False
BSAL_33810	65	65.0	True
BSAL_33820	28	27.0	False
BSAL_33855	64	63.0	False
BSAL_34185	63	6.0	False
BSAL_34270	38		False
BSAL_34355	55	54.0	False
BSAL_34360	24		False
BSAL_34435	72	4.0	False
BSAL_34590	65	6.0	False
BSAL_34710	27	12.0	False
BSAL_34750	62	61.0	False
BSAL_34765	64	62.0	False
BSAL_34815	61	21.0	False
BSAL_34940	66	19.0	False
BSAL_35135	26	13.0	False
BSAL_35165	13		False
BSAL_35340	35	35.0	True
BSAL_35590	24	22.0	False
BSAL_35845	11		False
BSAL_35945	21	11.0	False
BSAL_36015	24	8.0	False
BSAL_36070	31	10.0	False
BSAL_36395	63	62.0	False
BSAL_36450	63	6.0	False
BSAL_36560	55	10.0	False
BSAL_36665	69	6.0	False
BSAL_36905	28	27.0	False
BSAL_36910	103	12.0	False
BSAL_36945	28	10.0	False
BSAL_36950	138	14.0	False
BSAL_37005	60	6.0	False
BSAL_37310	58	57.0	False
BSAL_37325	65	6.0	False
BSAL_37350	65	6.0	False
BSAL_37535	26	22.0	False
BSAL_37625	29		False
BSAL_37645	37	13.0	False
BSAL_37740	61	61.0	True
BSAL_37890	36	6.0	False
BSAL_38000	66	64.0	False
BSAL_38005	31	23.0	False
BSAL_38015	146	17.0	False
BSAL_38080	61	6.0	False
BSAL_38400	31	20.0	False
BSAL_38435	63	59.0	False
BSAL_38665	60	17.0	False
BSAL_38670	25	23.0	False
BSAL_38735	63	63.0	True
BSAL_38745	57	57.0	True
BSAL_38775	90	7.0	False
BSAL_39465	68	67.0	False
BSAL_39940	39	39.0	True
BSAL_39985	63	17.0	False
BSAL_40695	63	29.0	False
BSAL_40705	35	11.0	False
BSAL_40860	68	15.0	False
BSAL_41330	67	66.0	False
BSAL_41345	64	4.0	False
BSAL_41565	45	1.0	False
BSAL_41795	62	6.0	False
BSAL_41840	64	32.0	False
BSAL_41850	64	62.0	False
BSAL_41920	62	19.0	False
BSAL_42015	59	54.0	False
BSAL_42100	63	59.0	False
BSAL_42105	32	14.0	False
BSAL_42150	19	18.0	False
BSAL_42155	61	55.0	False
BSAL_42335	63	7.0	False
BSAL_42370	23	6.0	False
BSAL_42500	65	6.0	False
BSAL_42505	21		False
BSAL_42555	11	10.0	False
BSAL_42565	26	6.0	False
BSAL_42645	53	33.0	False
BSAL_42655	29	27.0	False
BSAL_42810	67	6.0	False
BSAL_42930	58	6.0	False
BSAL_43000	216	42.0	False
BSAL_43060	31	8.0	False
BSAL_43155	65	23.0	False
BSAL_43215	19	11.0	False
BSAL_43240	69	11.0	False
BSAL_43355	63	60.0	False
BSAL_43445	37	7.0	False
BSAL_43480	66	64.0	False
BSAL_44040	58	21.0	False
BSAL_44190	29	8.0	False
BSAL_44205	25		False
BSAL_44245	18	1.0	False
BSAL_44260	65	20.0	False
BSAL_44555	60	1.0	False
BSAL_44620	14	4.0	False
BSAL_44690	67	19.0	False
BSAL_44740	61	60.0	False
BSAL_44750	87	11.0	False
BSAL_45005	69	6.0	False
BSAL_45035	61	39.0	False
BSAL_45060	65	21.0	False
BSAL_45080	61	18.0	False
BSAL_45120	66	25.0	False
BSAL_45125	58	6.0	False
BSAL_45220	24	8.0	False
BSAL_45225	31	30.0	False
BSAL_45295	61	11.0	False
BSAL_45760	65	19.0	False
BSAL_45775	68	27.0	False
BSAL_45845	66	7.0	False
BSAL_45885	65	63.0	False
BSAL_45965	70	22.0	False
BSAL_46080	68	22.0	False
BSAL_46085	63	63.0	True
BSAL_46110	64	36.0	False
BSAL_46160	37	5.0	False
BSAL_46245	64	59.0	False
BSAL_46400	62	20.0	False
BSAL_46410	60	59.0	False
BSAL_46785	67	6.0	False
BSAL_47065c	58	7.0	False
BSAL_47110c	65	46.0	False
BSAL_47145	23	22.0	False
BSAL_47210	29		False
BSAL_47235	126	51.0	False
BSAL_47360	70	6.0	False
BSAL_47390	63	63.0	True
BSAL_47415	67	39.0	False
BSAL_47680	26	25.0	False
BSAL_48005	238	34.0	False
BSAL_48150	25	25.0	True
BSAL_48245	72	6.0	False
BSAL_48400	65	28.0	False
BSAL_48505	60	41.0	False
BSAL_48610	63	47.0	False
BSAL_48780	19	6.0	False
BSAL_49315	50	6.0	False
BSAL_49565	66	20.0	False
BSAL_49570	63	62.0	False
BSAL_49645	68	47.0	False
BSAL_49655	68	6.0	False
BSAL_49690	58	19.0	False
BSAL_50020	25	24.0	False
BSAL_50145	32	4.0	False
BSAL_50150	62	15.0	False
BSAL_50155	19	10.0	False
BSAL_50375	64	22.0	False
BSAL_50530	68	18.0	False
BSAL_50780	53	6.0	False
BSAL_51115	68	6.0	False
BSAL_51145	53	53.0	True
BSAL_51175	60	9.0	False
BSAL_51620	39	11.0	False
BSAL_51885	69	52.0	False
BSAL_52050	69	8.0	False
BSAL_52140	19	1.0	False
BSAL_52145	28	1.0	False
BSAL_52175	28	27.0	False
BSAL_52255	54	41.0	False
BSAL_52340	65	18.0	False
BSAL_52350	65	6.0	False
BSAL_52400	61	21.0	False
BSAL_52430	33	32.0	False
BSAL_52595	63	51.0	False
BSAL_52700	70	6.0	False
BSAL_52975	93	15.0	False
BSAL_53195	66	6.0	False
BSAL_53285	24	16.0	False
BSAL_53415	64	53.0	False
BSAL_53485	10	9.0	False
BSAL_53555	63	17.0	False
BSAL_53560	63	7.0	False
BSAL_53565	64	7.0	False
BSAL_53615	68	62.0	False
BSAL_53660	64	52.0	False
BSAL_53885	12	12.0	True
BSAL_54640	61	43.0	False
BSAL_54790	62	57.0	False
BSAL_54820	63	22.0	False
BSAL_54830	20	12.0	False
BSAL_54845	63	7.0	False
BSAL_54900	31	5.0	False
BSAL_55435	22		False
BSAL_55810	99	14.0	False
BSAL_55835	15	1.0	False
BSAL_56155	31		False
BSAL_56370	28	15.0	False
BSAL_56525	64	7.0	False
BSAL_56775	57	57.0	True
BSAL_56795	33	12.0	False
BSAL_56980	69	6.0	False
BSAL_57400	69	6.0	False
BSAL_57535	71	7.0	False
BSAL_57540	28	1.0	False
BSAL_57700	32	7.0	False
BSAL_57725	69	9.0	False
BSAL_57805	16	9.0	False
BSAL_57820	63	24.0	False
BSAL_57890	76	71.0	False
BSAL_58200	64	7.0	False
BSAL_58300	64	6.0	False
BSAL_58425	36	3.0	False
BSAL_58730	28	2.0	False
BSAL_58800	65	18.0	False
BSAL_58930	22		False
BSAL_59250	17	10.0	False
BSAL_59360	126	33.0	False
BSAL_59365	116	12.0	False
BSAL_59450	67	7.0	False
BSAL_59575	22	3.0	False
BSAL_59595	12	9.0	False
BSAL_59610	12	4.0	False
BSAL_59670	29	27.0	False
BSAL_59915	63	19.0	False
BSAL_60325	62	55.0	False
BSAL_60360	49	25.0	False
BSAL_60465	65	50.0	False
BSAL_60470	19	12.0	False
BSAL_60630	67	20.0	False
BSAL_60760	55	20.0	False
BSAL_60860	24		False
BSAL_61090	66	19.0	False
BSAL_61105	68	67.0	False
BSAL_61590	63	25.0	False
BSAL_61880	67	6.0	False
BSAL_61990	64	63.0	False
BSAL_62125	61	14.0	False
BSAL_62190	63	6.0	False
BSAL_62330	68	15.0	False
BSAL_62380	66	13.0	False
BSAL_63585	58	6.0	False
BSAL_64325	63	6.0	False
BSAL_64375	64	9.0	False
BSAL_64415	64	58.0	False
BSAL_64685	67	29.0	False
BSAL_64690	65	60.0	False
BSAL_64760	35		False
BSAL_64875	98	12.0	False
BSAL_64900	68	7.0	False
BSAL_65290	19		False
BSAL_65425	67	6.0	False
BSAL_65590	29	27.0	False
BSAL_65745	70	30.0	False
BSAL_65935	65	6.0	False
BSAL_66145	13	13.0	True
BSAL_66235	78	77.0	False
BSAL_66355	83	77.0	False
BSAL_66480	66	54.0	False
BSAL_66575	63	21.0	False
BSAL_67120	59	34.0	False
BSAL_67455	58	24.0	False
BSAL_67735	69	39.0	False
BSAL_67880	10		False
BSAL_67910	68	65.0	False
BSAL_67990	63	63.0	True
BSAL_68025	26	15.0	False
BSAL_68195	61	58.0	False
BSAL_68225	35	11.0	False
BSAL_68230	66	7.0	False
BSAL_68270	28	11.0	False
BSAL_68340	47	43.0	False
BSAL_68400	24	12.0	False
BSAL_68415	66	31.0	False
BSAL_68750	66	14.0	False
BSAL_68770	64	6.0	False
BSAL_68890c	61	7.0	False
BSAL_68975	70	7.0	False
BSAL_69220	127	14.0	False
BSAL_69450	55	38.0	False
BSAL_69475	62	57.0	False
BSAL_69635	12		False
BSAL_69770	116	20.0	False
BSAL_70305	18	17.0	False
BSAL_70440	126	68.0	False
BSAL_70765	65	63.0	False
BSAL_70915	90	6.0	False
BSAL_71055	71	27.0	False
BSAL_71220	52	5.0	False
BSAL_71455	57	27.0	False
BSAL_71490	53	5.0	False
BSAL_71730	61	61.0	True
BSAL_71780	69	36.0	False
BSAL_71785	50	11.0	False
BSAL_71830	61	23.0	False
BSAL_71835	16	13.0	False
BSAL_71895	63	41.0	False
BSAL_71915	67	6.0	False
BSAL_72265	103	12.0	False
BSAL_72490	65	46.0	False
BSAL_72510	67	7.0	False
BSAL_72730	67	7.0	False
BSAL_73295	130	28.0	False
BSAL_73355	69	54.0	False
BSAL_73365	104	13.0	False
BSAL_73805	88	7.0	False
BSAL_73825	72	6.0	False
BSAL_74120	21	1.0	False
BSAL_74420	62	51.0	False
BSAL_74745	29	7.0	False
BSAL_75000	16	3.0	False
BSAL_75135	27	26.0	False
BSAL_75175	113	13.0	False
BSAL_75365	31		False
BSAL_75605	62	6.0	False
BSAL_75840	67	63.0	False
BSAL_76160	47	45.0	False
BSAL_76200	20	17.0	False
BSAL_76355	53	7.0	False
BSAL_76475	63	52.0	False
BSAL_76535	44	6.0	False
BSAL_76860	87	9.0	False
BSAL_77090	66	24.0	False
BSAL_77255	11	10.0	False
BSAL_77370	63	63.0	True
BSAL_77465	45	1.0	False
BSAL_77515	32	22.0	False
BSAL_77520	33	32.0	False
BSAL_77580	11	1.0	False
BSAL_77680	11	7.0	False
BSAL_77720	57	3.0	False
BSAL_77730	62	6.0	False
BSAL_77825	64	12.0	False
BSAL_78130	65	64.0	False
BSAL_78145	60	6.0	False
BSAL_78170c	66	7.0	False
BSAL_78715	56	55.0	False
BSAL_79065	65	64.0	False
BSAL_79100	33	26.0	False
BSAL_79105	64	40.0	False
BSAL_79430	53	8.0	False
BSAL_79985	68	7.0	False
BSAL_80165	63	7.0	False
BSAL_80435	66	52.0	False
BSAL_80440	65	22.0	False
BSAL_80560	124	24.0	False
BSAL_80795	19	1.0	False
BSAL_80940	60	2.0	False
BSAL_81005	80	22.0	False
BSAL_81335	65	10.0	False
BSAL_81670	35	12.0	False
BSAL_81765	63	55.0	False
BSAL_81770	56	46.0	False
BSAL_82100	129	40.0	False
BSAL_82140	43	6.0	False
BSAL_82905	62	6.0	False
BSAL_83155	65	27.0	False
BSAL_83970	21		False
BSAL_84000	19		False
BSAL_84055	66	20.0	False
BSAL_84135	11		False
BSAL_85290	61	17.0	False
BSAL_85320	59	40.0	False
BSAL_85790	42	38.0	False
BSAL_85840	121	4.0	False
BSAL_86080	64	18.0	False
BSAL_86310	28	27.0	False
BSAL_86985	64	6.0	False
BSAL_87030	66	6.0	False
BSAL_87195	54	53.0	False
BSAL_87245	79	9.0	False
BSAL_87325	59	56.0	False
BSAL_87845	20	15.0	False
BSAL_88120	64	21.0	False
BSAL_88620	61	6.0	False
BSAL_88655	65	8.0	False
BSAL_88745	60	53.0	False
BSAL_88880	24	24.0	True
BSAL_89135	65	6.0	False
BSAL_89375	67	7.0	False
BSAL_89590	20		False
BSAL_89615	37	36.0	False
BSAL_89990	69	69.0	True
BSAL_90230	51	50.0	False
BSAL_90235	72	12.0	False
BSAL_91050	66	7.0	False
BSAL_91095	64	64.0	True
BSAL_92100c	23	1.0	False
BSAL_92185	62	43.0	False
BSAL_92245	21	7.0	False
BSAL_92275	56	17.0	False
BSAL_92345	53	50.0	False
BSAL_92350	64	25.0	False
BSAL_92755	68	6.0	False
BSAL_92875	63	25.0	False
BSAL_93200	37	36.0	False
BSAL_93255	64	22.0	False
BSAL_93340	51	49.0	False
BSAL_94460	131	13.0	False
BSAL_94795	68	6.0	False
Baya_001_0080	61	38.0	False
Baya_001_0220	58	16.0	False
Baya_001_0460	37	32.0	False
Baya_001_0520	58	9.0	False
Baya_001_0580	34	34.0	True
Baya_001_0610	62	28.0	False
Baya_001_0620	34		False
Baya_001_0740	71	49.0	False
Baya_001_0840	32	32.0	True
Baya_001_0850	73	72.0	False
Baya_001_0890	64	22.0	False
Baya_001_0920	23	22.0	False
Baya_001_0940	32	9.0	False
Baya_001_1090	59	58.0	False
Baya_001_1210	63	45.0	False
Baya_001_1230	34	13.0	False
Baya_001_1290	25	10.0	False
Baya_001_1470	49	45.0	False
Baya_001_1520	63	61.0	False
Baya_001_1610	37	37.0	True
Baya_001_1630	26	6.0	False
Baya_002_0060	62	56.0	False
Baya_002_0230	37	6.0	False
Baya_002_0310	31		False
Baya_002_0390	65	6.0	False
Baya_002_0400	52	7.0	False
Baya_002_0580	35		False
Baya_002_0730	25		False
Baya_002_0770	64	57.0	False
Baya_002_0870	36	36.0	True
Baya_002_0950	54	19.0	False
Baya_002_1080	55	55.0	True
Baya_002_1160	65	19.0	False
Baya_002_1320	28	9.0	False
Baya_002_1400	60	38.0	False
Baya_003_0070	13	2.0	False
Baya_003_0080	67	6.0	False
Baya_003_0120	37	37.0	True
Baya_003_0140	27	26.0	False
Baya_003_0160	62	62.0	True
Baya_003_0170	35	35.0	True
Baya_003_0320	63	26.0	False
Baya_003_0710	14	11.0	False
Baya_003_0730	60	9.0	False
Baya_003_0780	26	20.0	False
Baya_004_0020	39	18.0	False
Baya_004_0170	67	29.0	False
Baya_004_0180	35	19.0	False
Baya_004_0200	36	36.0	True
Baya_004_0750	27	15.0	False
Baya_004_0800	62	48.0	False
Baya_004_0950	36	36.0	True
Baya_004_0980	58	20.0	False
Baya_004_1100	53	18.0	False
Baya_004_1110	36	36.0	True
Baya_004_1180	62	35.0	False
Baya_005_0110	56	32.0	False
Baya_005_0200	63	17.0	False
Baya_005_0330	44	43.0	False
Baya_005_0360	61	37.0	False
Baya_005_0590	40	6.0	False
Baya_005_0700	25	13.0	False
Baya_005_0760	33	16.0	False
Baya_005_0780	43	40.0	False
Baya_005_0810	25	25.0	True
Baya_005_0820	60	19.0	False
Baya_005_0850	28	28.0	True
Baya_005_0930	113	41.0	False
Baya_005_1020	48	23.0	False
Baya_006_0030	16		False
Baya_006_0060	55	54.0	False
Baya_006_0280	67	6.0	False
Baya_006_0360	33	33.0	True
Baya_006_0380	65	6.0	False
Baya_006_0400	32	24.0	False
Baya_006_0550	67	6.0	False
Baya_006_0590	60	7.0	False
Baya_006_0650	64	10.0	False
Baya_006_0680	25	10.0	False
Baya_006_0940	67	38.0	False
Baya_007_0100	33	32.0	False
Baya_007_0240	36	36.0	True
Baya_007_0260	40	40.0	True
Baya_007_0290	35	32.0	False
Baya_007_0330	63	61.0	False
Baya_007_0370	10	2.0	False
Baya_007_0520	26	25.0	False
Baya_007_0580	65	7.0	False
Baya_007_0660	66	65.0	False
Baya_008_0140	61	27.0	False
Baya_008_0260	65	6.0	False
Baya_008_0410	28	28.0	True
Baya_008_0480	36	35.0	False
Baya_008_0670	61	51.0	False
Baya_008_0840	64	17.0	False
Baya_008_0890	62	23.0	False
Baya_008_0950	61	43.0	False
Baya_008_0970	67	7.0	False
Baya_008_0990	68	41.0	False
Baya_008_1140	122	15.0	False
Baya_008_1150	27	17.0	False
Baya_009_0100	31		False
Baya_009_0500	54	24.0	False
Baya_009_0540	58	7.0	False
Baya_009_0560	142	14.0	False
Baya_009_0840	60	57.0	False
Baya_010_0370	61	20.0	False
Baya_010_0390	66	6.0	False
Baya_010_0400	59	20.0	False
Baya_010_0410	35	35.0	True
Baya_010_0540	18		False
Baya_010_0690	49	6.0	False
Baya_010_0710	150	65.0	False
Baya_011_0010	28	27.0	False
Baya_011_0110	66	24.0	False
Baya_011_0320	66	66.0	True
Baya_011_0330	57	6.0	False
Baya_011_0420	64	9.0	False
Baya_011_0430	60	47.0	False
Baya_011_0490	39	8.0	False
Baya_011_0570	71	19.0	False
Baya_011_0740	67	6.0	False
Baya_011_0780	36	6.0	False
Baya_011_0840	63	9.0	False
Baya_012_0020	53	49.0	False
Baya_012_0050	39	14.0	False
Baya_012_0190	23	6.0	False
Baya_012_0260	61	16.0	False
Baya_012_0280	32	5.0	False
Baya_012_0320	30	30.0	True
Baya_012_0330	31	13.0	False
Baya_012_0460	65	63.0	False
Baya_012_0500	36	17.0	False
Baya_012_0570	64	63.0	False
Baya_012_0610	20	20.0	True
Baya_012_0750	51	47.0	False
Baya_013_0010	67	21.0	False
Baya_013_0060	37	11.0	False
Baya_013_0070	63	60.0	False
Baya_013_0140	56	6.0	False
Baya_013_0360	37	7.0	False
Baya_013_0490	66	7.0	False
Baya_013_0500	36	36.0	True
Baya_013_0520	339	21.0	False
Baya_013_0570	35	35.0	True
Baya_013_0740	32	6.0	False
Baya_014_0040	65	6.0	False
Baya_014_0140	106	13.0	False
Baya_014_0220	49	15.0	False
Baya_014_0270	28	8.0	False
Baya_014_0280	24	21.0	False
Baya_014_0290	67	42.0	False
Baya_014_0310	46	46.0	True
Baya_014_0480	65	63.0	False
Baya_014_0520	61	28.0	False
Baya_014_0670	47	6.0	False
Baya_014_0700	31	31.0	True
Baya_015_0040	16	9.0	False
Baya_015_0110	62	52.0	False
Baya_015_0160	59	49.0	False
Baya_015_0170	25		False
Baya_015_0340	63	40.0	False
Baya_015_0400	64	6.0	False
Baya_015_0550	11	4.0	False
Baya_015_0570	68	7.0	False
Baya_015_0650	30	16.0	False
Baya_015_0670	16	15.0	False
Baya_015_0710	64	21.0	False
Baya_015_0740	53	46.0	False
Baya_015_0930	54	6.0	False
Baya_016_0040	66	23.0	False
Baya_016_0050	29	8.0	False
Baya_016_0080	40	6.0	False
Baya_016_0090	35	35.0	True
Baya_016_0160	64	19.0	False
Baya_016_0340	69	6.0	False
Baya_016_0510	63	60.0	False
Baya_016_0550	64	63.0	False
Baya_016_0610	25	7.0	False
Baya_016_0680	35	6.0	False
Baya_016_0710	61	58.0	False
Baya_017_0060	61	28.0	False
Baya_017_0150	16	16.0	True
Baya_017_0220	29	28.0	False
Baya_017_0240	68	20.0	False
Baya_017_0410	62	6.0	False
Baya_017_0440	36	36.0	True
Baya_017_0490	29	10.0	False
Baya_017_0590	61	22.0	False
Baya_017_0650	32	32.0	True
Baya_018_0040	60	20.0	False
Baya_018_0290	32	32.0	True
Baya_018_0350	47	47.0	True
Baya_018_0430	216	18.0	False
Baya_019_0150	30	27.0	False
Baya_019_0160	37	17.0	False
Baya_019_0210	65	59.0	False
Baya_019_0290	62	47.0	False
Baya_019_0340	60	24.0	False
Baya_019_0410	61	60.0	False
Baya_019_0520	25	15.0	False
Baya_020_0120	61	48.0	False
Baya_020_0260	61	26.0	False
Baya_020_0350	60	48.0	False
Baya_020_0370	36	36.0	True
Baya_020_0420	65	48.0	False
Baya_020_0490	31	12.0	False
Baya_020_0500	68	7.0	False
Baya_020_0690	49	15.0	False
Baya_020_0780	26	26.0	True
Baya_021_0040	35	35.0	True
Baya_021_0340	30	29.0	False
Baya_021_0470	34	34.0	True
Baya_021_0490	27	12.0	False
Baya_021_0510	66	30.0	False
Baya_021_0570	32	11.0	False
Baya_022_0020	65	56.0	False
Baya_022_0040	15	14.0	False
Baya_022_0230	65	59.0	False
Baya_022_0300	24	23.0	False
Baya_022_0350	36	12.0	False
Baya_022_0360	36	36.0	True
Baya_022_0580	24	24.0	True
Baya_022_0590	54	25.0	False
Baya_022_0690	53	6.0	False
Baya_023_0150	34	11.0	False
Baya_023_0250	62	61.0	False
Baya_023_0310	62	6.0	False
Baya_023_0340	62	61.0	False
Baya_023_0460	77	30.0	False
Baya_023_0510	46	7.0	False
Baya_024_0040	38	38.0	True
Baya_024_0140	64	6.0	False
Baya_024_0400	19	2.0	False
Baya_024_0450	75	47.0	False
Baya_024_0580	63	56.0	False
Baya_024_0760	69	63.0	False
Baya_024_0770	64	63.0	False
Baya_025_0060	55	6.0	False
Baya_025_0190	35	3.0	False
Baya_025_0230	33	33.0	True
Baya_025_0340	63	6.0	False
Baya_025_0380	35	13.0	False
Baya_025_0730	35	35.0	True
Baya_025_0740	65	64.0	False
Baya_026_0010	34	5.0	False
Baya_026_0360	64	23.0	False
Baya_026_0430	10	1.0	False
Baya_027_0050	169	14.0	False
Baya_027_0200	70	10.0	False
Baya_027_0300	33	33.0	True
Baya_027_0310	35	35.0	True
Baya_027_0320	64	6.0	False
Baya_027_0330	35	35.0	True
Baya_027_0340	69	29.0	False
Baya_027_0400	67	67.0	True
Baya_027_0580	36	34.0	False
Baya_028_0080	58	55.0	False
Baya_028_0430	64	8.0	False
Baya_028_0450	72	21.0	False
Baya_028_0480	36	33.0	False
Baya_028_0560	36	36.0	True
Baya_028_0570	67	12.0	False
Baya_029_0470	35	35.0	True
Baya_029_0530	29	29.0	True
Baya_029_0570	15	15.0	True
Baya_030_0020	38	38.0	True
Baya_030_0430	37	33.0	False
Baya_030_0460	68	21.0	False
Baya_031_0030	67	21.0	False
Baya_031_0060	65	24.0	False
Baya_032_0160	67	19.0	False
Baya_033_0260	27	26.0	False
Baya_033_0290	123	12.0	False
Baya_033_0390	29	29.0	True
Baya_033_0400	65	6.0	False
Baya_033_0670	29	22.0	False
Baya_034_0030	60	20.0	False
Baya_034_0330	32	5.0	False
Baya_035_0070	62	62.0	True
Baya_035_0100	58	57.0	False
Baya_035_0240	28	27.0	False
Baya_035_0270	46	6.0	False
Baya_036_0020	55	6.0	False
Baya_036_0050	64	63.0	False
Baya_036_0200	37	36.0	False
Baya_036_0230	11	1.0	False
Baya_036_0310	21	17.0	False
Baya_036_0320	67	20.0	False
Baya_037_0040	33	33.0	True
Baya_037_0100	63	49.0	False
Baya_037_0270	61	22.0	False
Baya_037_0300	61	6.0	False
Baya_038_0110	61	60.0	False
Baya_038_0160	63	53.0	False
Baya_038_0310	66	64.0	False
Baya_038_0380	65	32.0	False
Baya_038_0420	35	35.0	True
Baya_039_0180	67	6.0	False
Baya_039_0240	63	61.0	False
Baya_039_0300	75	9.0	False
Baya_039_0380	14	14.0	True
Baya_040_0250	63	21.0	False
Baya_040_0380	37	37.0	True
Baya_041_0070	59	59.0	True
Baya_041_0140	36	6.0	False
Baya_041_0210	59	58.0	False
Baya_041_0260	24	10.0	False
Baya_041_0310	39	4.0	False
Baya_041_0360	64	30.0	False
Baya_041_0380	66	65.0	False
Baya_041_0530	74	30.0	False
Baya_041_0540	53	6.0	False
Baya_042_0120	65	65.0	True
Baya_042_0290	126	13.0	False
Baya_042_0310	66	18.0	False
Baya_042_0350	29	29.0	True
Baya_043_0180	65	6.0	False
Baya_043_0200	57	14.0	False
Baya_043_0400	54	6.0	False
Baya_043_0460	110	33.0	False
Baya_043_0530	68	37.0	False
Baya_044_0070	56	26.0	False
Baya_044_0080	34	10.0	False
Baya_044_0300	70	69.0	False
Baya_044_0320	67	54.0	False
Baya_044_0400	49	41.0	False
Baya_045_0020	60	24.0	False
Baya_045_0090	92	23.0	False
Baya_045_0300	60	6.0	False
Baya_046_0050	37	12.0	False
Baya_046_0130	38	38.0	True
Baya_046_0240	17		False
Baya_046_0280	63	6.0	False
Baya_047_0130	60	10.0	False
Baya_047_0200	53	15.0	False
Baya_047_0300	21	21.0	True
Baya_047_0320	64	14.0	False
Baya_047_0330	62	62.0	True
Baya_047_0370	36	27.0	False
Baya_048_0350	28	28.0	True
Baya_049_0070	38	16.0	False
Baya_049_0270	130	56.0	False
Baya_049_0410	61	61.0	True
Baya_050_0100	66	7.0	False
Baya_050_0120	62	39.0	False
Baya_050_0140	33	33.0	True
Baya_050_0190	15	8.0	False
Baya_050_0320	56	27.0	False
Baya_051_0370	63	6.0	False
Baya_051_0440	66	64.0	False
Baya_052_0020	59	9.0	False
Baya_052_0110	29	28.0	False
Baya_052_0240	51	19.0	False
Baya_052_0360	62	16.0	False
Baya_052_0410	63	8.0	False
Baya_053_0070	65	24.0	False
Baya_053_0320	27	15.0	False
Baya_053_0340	32	32.0	True
Baya_054_0120	57	32.0	False
Baya_054_0340	64	57.0	False
Baya_054_0380	67	18.0	False
Baya_055_0090	31	5.0	False
Baya_055_0200	56	17.0	False
Baya_056_0060	58	5.0	False
Baya_056_0310	64	6.0	False
Baya_057_0010	63	7.0	False
Baya_057_0110	63	6.0	False
Baya_057_0140	36	12.0	False
Baya_057_0470	51	51.0	True
Baya_058_0120	60	23.0	False
Baya_058_0130	35	35.0	True
Baya_058_0150	31	1.0	False
Baya_058_0190	25		False
Baya_058_0300	37	37.0	True
Baya_058_0310	12	11.0	False
Baya_059_0120	37	36.0	False
Baya_059_0160	37	6.0	False
Baya_059_0180	64	19.0	False
Baya_059_0230	19	1.0	False
Baya_059_0340	62	6.0	False
Baya_060_0120	66	10.0	False
Baya_060_0190	39	14.0	False
Baya_060_0230	54	26.0	False
Baya_060_0340	40	39.0	False
Baya_060_0550	54	19.0	False
Baya_061_0110	12		False
Baya_061_0290	50	8.0	False
