Ortholog_Group	Gene ID	uniprot	pLDDT_mean
TM35_000212670	Lsey_0159_0110	A0A0N1I5J3	95.0
ADEAN_000165100	C4B63_150g37	A0A2V2V040	95.0
BSAL_24095	LbrM.33.0840	A4HLC0	95.0
CFAC1_180012700	LmjF.20.0530	Q4QCY7	95.0
Tb1125.11.11050	LINF_090012800	A4HTZ0	95.0
Tb1125.10.14630	Tb927.10.14630	Q388E0	95.0
GH5_05343	ADEAN_000662500	S9VHG2	95.0
LmxM.33.3850	TcCLB.508257.140	Q4DX44	95.0
Baya_300_0010	TcIL3000_0_54820	F9WCC0	95.0
TcSYL_0032790	ECC02_013029	A0A7J6XIU7	95.0
PCON_0023900	Tb927.11.11520	Q383C6	95.0
PCON_0018480	BSAL_74770	A0A0S4J1R8	95.0
C3747_408g49	C3747_408g49	A0A2V2UYA7	95.0
Baya_051_0370	LdBPK_270040.1	E9BIT9	95.0
PCON_0055700	LmjF.09.0840	Q4QHU0	95.0
LSM04_006836	TcCLB.507675.30	Q4CU82	95.0
TcYC6_0048590	TcCLB.511755.28	Q4DJ52	95.0
LMJSD75_210028400	TRSC58_02128	A0A061J3Z1	95.0
BSAL_03700	Tb427.07.1730	Q57V37	95.0
LbrM.33.0880	TcCLB.511145.46	Q4DAV9	95.0
TvY486_0703040	C3747_22g86	A0A2V2X777	95.0
CFAC1_270046400	BSAL_26070	B6DTG3	95.0
PCON_0005040	TcYC6_0054160	A0A2V2VL68	95.0
BSAL_17680	Lsey_0905_0010	A0A0N1IFW5	95.0
CFAC1_280078900	LmxM.36.6870	E9AUC3	95.0
ADEAN_000282300	C3747_276g11	A0A2V2VG31	95.0
BSAL_18035	TRSC58_00457	A0A061JBP8	95.0
TcSYL_0206130	ECC02_013385	A0A7J6XI08	95.0
C3747_114g53	C3747_114g53	A0A2V2WD13	95.0
Lsey_0145_0170	TCDM_01578	A0A2V2W855	95.0
PCON_0054750	Tb927.11.9390	Q383Z0	95.0
LENLEM3045_160020000	Lsey_0122_0180	A0A0N1I6N0	95.0
Baya_043_0460	LMJLV39_090022300	Q4QHM8	95.0
TcSYL_0113110	C3747_73g209	A0A2V2WMN6	95.0
BSAL_43215	TcCLB.510187.280	Q4E4C3	95.0
TM35_000262340	C4B63_290g2	A0A2V2VZ75	95.0
ADEAN_000985300	TcIL3000_0_42000	F9W8B9	95.0
Baya_059_0180	LpyrH10_11_1980	A0A0M9FZS6	95.0
LSM04_008351	Lsey_0006_0380	A0A0N1PE83	95.0
TcSYL_0171490	LtaPh_1702700	A0A640KD12	95.0
EMOLV88_150016600	LdBPK_151120.1	E9BCF0	95.0
PCON_0020260	TcCLB.506445.100	Q4DHG1	95.0
Baya_028_0430	ADEAN_000831300	S9WHM5	95.0
TcIL3000_0_51850	TM35_002121000	A0A1X0NDD5	95.0
TM35_000111540	TCSYLVIO_006380	A0A2V2VR98	95.0
C4B63_110g13	TcCLB.509961.90	Q4D7I6	95.0
ADEAN_000854100	Tb927.10.1080	Q38CD1	95.0
TM35_000043960	Tb927.9.12870	Q38DC8	95.0
BSAL_74120	LpyrH10_14_2300	A0A0M9GAD2	95.0
PCON_0026860	Tb927.6.2340	Q584S2	95.0
PCON_0016600	LINF_040017600	A4HSC2	95.0
ADEAN_000869600	LtaPh_0101400	A0A640KC78	95.0
LENLEM3045_350016300	LmxM.34.1190	E9B5Z8	95.0
TcSYL_0141920	Tbg972.11.16440	D0AA24	95.0
GH5_07045	LINF_180008100	A4HXQ7	95.0
ADEAN_000068700	LbrM.35.6610	A4HQE8	95.0
TcSYL_0206120	C3747_229g27	A0A2V2VQ54	95.0
PCON_0016620	ADEAN_000527700	A0A7G2CG00	95.0
TcBrA4_0001910	C4B63_83g41	A0A2V2UU81	95.0
PCON_0016740	TcIL3000.11.15680	G0V335	95.0
PCON_0086180	Tb927.4.3610	Q585I9	95.0
BSAL_44040	TRSC58_00995	A0A3R7MDA1	95.0
TRSC58_03294	C4B63_45g254	A0A2V2WB51	95.0
DQ04_00741140	LINF_360075200	A4IC95	95.0
ADEAN_001027000	Tb927.11.5990	Q385G9	95.0
Tb927.7.4140	TcCLB.510989.40	Q4D5J4	95.0
Lsey_0172_0090	LINF_360045400	A4ID31	95.0
DQ04_15651000	TcCLB.511369.30	Q4CRF5	95.0
TcG_06975	TcCLB.508457.40	Q4CS25	95.0
TcIL3000.A.H_000543400	Tb927.7.5900	Q582K5	95.0
TcIL3000.A.H_000335300	LINF_290031200	A4I4U9	95.0
ADEAN_000091500	ADEAN_000091500	A0A7G2C2K2	95.0
TCSYLVIO_000858	C3747_176g38	A0A2V2W5C5	94.0
ADEAN_000927500	ADEAN_000927500	A0A7G2CPN0	94.0
Tb427_070014100	TcCLB.503899.20	Q4DEK4	94.0
TcG_01258	LbrM.35.1380	A4HNY5	94.0
Baya_001_1630	LpyrH10_10_0850	A0A0N0DUV6	94.0
DQ04_23041000	C4B63_19g208	A0A2V2VJE4	94.0
ADEAN_000622800	LINF_280033900	A4I3Z9	94.0
TRSC58_02286	TcCLB.507801.70	Q4DPL7	94.0
ADEAN_000433500	TcCLB.509671.30	Q4DK01	94.0
TRSC58_06082	LMJLV39_290009500	E9ADP4	94.0
DQ04_08471020	BSAL_08895	A0A0S4JAW9	94.0
LGELEM452_230020800	Tb927.8.3120	Q57W61	94.0
LAEL147_000674600	TcCLB.430605.29	Q4CUL0	94.0
PCON_0085450	TcCLB.511277.350	Q4E5F9	94.0
Tbg972.11.1810	BSAL_16755	A0A0S4JB23	94.0
ADEAN_000385800	Lsey_0035_0390	A0A0N1PDQ9	94.0
DQ04_00201220	TcCLB.508909.20	Q4E1M2	94.0
LTRL590_150020800	TM35_000182670	A0A1X0NVR4	94.0
TM35_000035180	ADEAN_000991600	A0A7G2CVN2	94.0
CUR178_06121	Tbg972.5.3780	C9ZPB2	94.0
TCSYLVIO_002583	TRSC58_06969	A0A061ISH9	94.0
LmxM.09.1430	LMJFC_090021600	Q4QHN2	94.0
BSAL_52050	TcIL3000_7_6040	G0UQX9	94.0
BSAL_43060	BSAL_43060	A0A0S4JPK4	94.0
CFAC1_240024100	LBRM2903_220021400	A4HCJ1	94.0
LbrM.08.1110	BCY84_19087	A0A2V2VG90	94.0
LINF_340005700	LdBPK_340080.1	I3VJL9	94.0
LMARLEM2494_310017500	LINF_290025700	A4I4P1	94.0
JKF63_01485	C3747_329g7	A0A2V2V8L3	94.0
PCON_0010730	ADEAN_000902800	S9VRR4	94.0
LSCM1_04108	LINF_260015100	E9AHB4	94.0
PCON_0063160	LdCL_300041500	A0A504X2A5	94.0
Lsey_0116_0160	TRSC58_03103	A0A061J4D7	94.0
TcCLB.510905.19	C4B63_225g39	A0A2V2UMP4	94.0
TcCLB.508413.40	ECC02_001247	B2C1J0	94.0
TEOVI_000380300	LDHU3_04.0970	A0A3S5H5C4	94.0
TcIL3000.A.H_000659200	ECC02_004697	A0A7J6Y6J7	94.0
BSAL_75175	Tb927.11.4820	Q385T6	94.0
LpyrH10_35_0420	LdCL_270007900	A0A3S7X0D3	94.0
LSM04_006994	Tb927.8.6090	Q57YL0	94.0
Tb427_030051300	LPAL13_290024900	A0A088RW10	94.0
Baya_133_0080	Tb927.10.16100	Q387Q5	94.0
ADEAN_000494800	BSAL_48145	A0A0S4JSD7	94.0
TcYC6_0048060	TcCLB.508911.50	Q4D887	94.0
TcYC6_0029680	TcCLB.510943.184	Q4DRS5	94.0
TEOVI_000711900	Tb927.11.14050	Q382D2	94.0
Tbg972.6.3990	TcCLB.511523.90	Q4D4U7	94.0
Tb927.8.980	Tb927.8.980	F4NCC3	94.0
ADEAN_000025300	TcCLB.511229.20	A0A2V2X9Z2	94.0
Baya_015_0400	TcCLB.508479.290	Q4E2J1	94.0
TcIL3000.A.H_000753800	TcCLB.510963.70	A0A2V2XJF2	94.0
TCDM_06302	ADEAN_000066200	S9V449	94.0
LSM04_007733	LINF_320013700	A4I7P8	94.0
BSAL_69635	BSAL_69635	A0A0S4IRI5	94.0
BSAL_05235	BSAL_05235	A0A0S4J610	94.0
TRSC58_04946	C3747_130g20	A0A2V2VV64	94.0
EMOLV88_130005400	LpyrH10_20_1820	A0A0M9FUW4	94.0
BSAL_18675	TcIL3000_9_5510	G0UUS9	94.0
LpyrH10_18_1300	Tb927.11.6250	Q385E4	94.0
BSAL_64325	LINF_050017300	A4HSP1	94.0
BSAL_66355	LdBPK_302870.1	E9BM30	94.0
TcIL3000.A.H_000629100	TcCLB.509913.24	Q4CT12	94.0
Tb427.04.3460	Tb427.04.3460	Q585K4	94.0
BSAL_88745	TcIL3000_10_2410	G0UVR5	94.0
PCON_0077100	Tb927.10.13450	Q388Q3	94.0
PCON_0054680	C4B63_157g29	A0A2V2UTD1	94.0
BSAL_76860	ECC02_007369	A0A2V2WAV3	94.0
CFAC1_090018700	BCY84_16826	A0A2V2VE89	94.0
EMOLV88_350041500	LPAL13_340044200	A0A088S329	94.0
PCON_0028570	TCSYLVIO_004607	A0A2V2UYL0	94.0
PCON_0055160	LINF_090022500	A4HU71	94.0
ADEAN_000298200	LPMP_270900	A0A088RW27	94.0
BSAL_16985	BSAL_16985	A0A0S4JB36	94.0
C3747_322g8	Lsey_1132_0010	A0A0N0P210	94.0
TvY486_0600060	TM35_000192850	A0A1X0NTV4	94.0
LAMA_000240000	TM35_000182710	A0A1X0NU28	94.0
BSAL_71055	TcCLB.507211.30	Q4CUG7	94.0
LbrM.09.2.000580	LINF_090011500	A4HTX7	94.0
PCON_0036590	ADEAN_000230800	S9VDS8	94.0
ECC02_000220	TRSC58_01489	A0A061JBW6	94.0
BSAL_47360	Tb927.7.5570	D6XJ88	94.0
TcIL3000.11.9780	BCY84_15811	A0A2V2XEW4	94.0
BSAL_13510	TcCLB.510655.20	Q4DFY8	94.0
EMOLV88_220008700	TcCLB.511809.70	Q4DH01	94.0
BSAL_77465	TcIL3000_0_55830	F9WCM3	94.0
BSAL_83155	LpyrH10_25_1380	A0A0N0VDK4	94.0
BSAL_32785	Lsey_0026_0470	A0A0N1PET7	94.0
TcG_01100	LdCL_190006500	B3VA18	94.0
BSAL_79105	TcYC6_0016600	A0A2V2VJ39	94.0
C4B63_12g61	TCDM_13266	V5AT54	94.0
DQ04_00431170	TcCLB.508955.20	Q4CM92	94.0
LpyrH10_16_2280	LdCL_090021700	A0A3Q8I7K7	94.0
TRSC58_02506	C3747_111g114	A0A2V2WGL3	94.0
DQ04_09011020	TcCLB.504045.80	Q4D9S8	94.0
TCDM_13527	TRSC58_07049	A0A061IRW9	94.0
PCON_0085960	BSAL_46720	A0A0S4JUQ9	94.0
TRSC58_04409	TcCLB.510719.60	Q4DXV2	94.0
Tb427_050032900	ADEAN_000913700	S9VQ40	94.0
BSAL_08240	TcIL3000_8_1170	G0UR96	94.0
C4B63_77g80	TcCLB.504425.100	Q4DFN6	94.0
PCON_0085890	LmxM.22.1220	E9AVV4	94.0
BSAL_31930	LINF_010009300	A4HRG4	94.0
LTRL590_160011300	LDHU3_16.0670	A0A3Q8IAC7	94.0
PCON_0008930	LINF_340022800	A4I9W7	94.0
Tb1125.9.7170	TEOVI_000767000	A0A1G4I061	94.0
PCON_0002210	LINF_350022000	A4IB71	94.0
Tbg972.10.6960	ADEAN_000298800	S9WW47	94.0
Tb427tmp.02.5530	TcCLB.503559.109	Q4DCB8	94.0
BSAL_26355	LINF_260020500	A4I289	94.0
LPAL13_300031600	TM35_000072190	A0A1X0P1L4	94.0
Tbg972.10.1590	Tb927.10.1390	Q38CA1	94.0
BCY84_03255	LdCL_250006300	A0A3S7WYW8	94.0
CFAC1_130007000	ADEAN_001041300	S9WUZ7	94.0
TcCLB.510625.140	ADEAN_000792100	A0A7G2CPC9	94.0
TevSTIB805.11_01.11310	LINF_360058900	A4ICE6	94.0
DQ04_01461040	LINF_140018300	A4HW65	94.0
LBRM2903_210025000	Tb927.10.380	Q38CK0	94.0
Baya_106_0160	TcCLB.511303.150	Q4DSK1	94.0
LSM04_009512	LmjF.33.1955	E9AFY3	94.0
TvY486_1009330	TcCLB.504079.6	Q4CNK4	94.0
TvY486_0804870	TcCLB.508821.40	Q4CXI6	94.0
LmxM.25.1900	Lsey_0012_0250	A0A0N0P8I9	94.0
LmjF.15.0510	ADEAN_000945200	S9UPI7	94.0
Baya_003_0080	LPAL13_040018400	A0A088RHQ9	94.0
Tb427_020023600	Tb927.2.4840	Q586S6	94.0
BSAL_72490	LMJSD75_230021800	Q4QB37	94.0
PCON_0031870	TcCLB.511051.50	Q4D5P4	94.0
Tb927.7.6150	Tb927.7.6130	Q57VJ8	94.0
ADEAN_000776200	ADEAN_000776200	A0A7G2CMF2	94.0
LDHU3_34.3830	LmxM.33.2510	E9B541	94.0
ADEAN_000086800	ECC02_005530	A0A7J6Y5V8	94.0
Tbg972.5.3790	LpyrH10_21_1590	A0A0M9FUM5	94.0
ADEAN_001054300	LINF_030006100	E9AG32	94.0
TRSC58_05629	TEOVI_000020400	A0A1G4I1G6	94.0
C4B63_1g553	TcCLB.507971.29	Q4CML0	94.0
TevSTIB805.9.630	Tb927.4.5790	Q580N7	94.0
TvY486_0706170	TcCLB.506513.100	Q4DPI7	94.0
TM35_000016280	LbrM.20.3050	A4HB65	94.0
BSAL_02430	BSAL_02430	A0A0S4JK63	94.0
Baya_041_0260	TRSC58_00653	A0A061JDX9	94.0
LSM04_007496	Tb427.05.1670	Q57V96	94.0
BSAL_44260	C4B63_17g42	A0A2V2VNX2	94.0
LGELEM452_040016400	LINF_040016100	A4HSA8	94.0
Baya_234_0080	TcIL3000_10_4810	G0UWF2	94.0
Tb427tmp.01.2220	Tb927.11.10450	Q383N4	94.0
LSM04_002152	LINF_180013300	A4HXV5	94.0
Baya_062_0380	LINF_360078600	E9AI00	94.0
TvY486_1101340	TvY486_1101340	G0UA18	94.0
DQ04_11921020	BSAL_51820	A0A0S4IKY4	94.0
LSCM1_05681	LINF_160009700	A4HWU4	94.0
LdBPK_080330.1	ADEAN_000451500	A0A7G2CDL0	94.0
TcCL_NonESM07753	TcCLB.508637.19	Q4DLJ6	94.0
LbrM.29.2.000070	Tb927.3.5580	Q580R7	94.0
BSAL_16545	TM35_000091550	A0A1X0NZK0	94.0
LTULEM423_210027900	LbrM.33.0990	A4HLD5	94.0
TCDM_10214	TvY486_0300460	G0TSC6	94.0
BSAL_36910	ADEAN_000901100	S9USX8	94.0
Tc_MARK_7566	TcCLB.510101.330	Q4E3M8	94.0
PCON_0007910	TcCLB.508579.10	Q4CTE5	94.0
BSAL_41795	Tb427.03.5550	Q580S0	94.0
DQ04_00151020	TRSC58_01173	A0A061JAJ8	94.0
ADEAN_001051700	TcCLB.505757.20	Q4CR27	94.0
ADEAN_001028100	ADEAN_001028100	S9UP02	94.0
Lsey_0015_0130	TEOVI_000459100	A0A1G4IKF3	94.0
LpyrH10_06_3310	TCSYLVIO_004727	A0A2V2XBB0	94.0
ADEAN_000913900	Tbg972.5.3720	C9ZPA6	94.0
LDHU3_33.4930	LdBPK_101460.1	E9BAI8	94.0
LPMP_230370	Tb427.08.2310	Q57XF8	94.0
TevSTIB805.9.9100	Tb927.9.12700	Q38DE4	94.0
ADEAN_000097800	ADEAN_000097800	S9VF86	94.0
LtaPh_3528600	LPMP_271050	A0A088RTK4	94.0
TM35_000016560	TcCLB.503929.20	Q4CZX3	94.0
LPAL13_280035600	LMJFC_280038300	Q25306	94.0
BSAL_45845	BSAL_45845	A0A0S4JQZ2	94.0
TcCL_NonESM11004	TcCLB.506195.290	Q4DXJ7	94.0
ADEAN_000030400	Tb927.11.9880	Q383U1	94.0
Tc_MARK_1400	Tb927.11.8880	Q384E0	94.0
ADEAN_000698500	LbrM.01.0360	A4H357	94.0
ADEAN_001055100	LmxM.03.0060	E9AJP1	94.0
BSAL_17390	LdBPK_321810.1	A0A504XE41	94.0
ADEAN_000459000	LINF_080016600	A4HTQ0	94.0
ADEAN_000657000	Tb927.7.5760	Q582J1	94.0
TcCL_NonESM11736	TcG_13373	A0A2V2UR08	94.0
DQ04_02201040	BCY84_15318	A0A2V2VG49	94.0
Baya_013_0520	LPAL13_200025500	A0A088RPH6	94.0
BSAL_47065c	Lsey_0089_0260	A0A0N0P6B0	94.0
PCON_0005680	LINF_260012400	A4I206	94.0
TCSYLVIO_002670	Tb927.11.11710	Q383A9	94.0
PCON_0060850	ADEAN_000100400	A0A7G2C344	94.0
PCON_0047090	Tb927.9.9000	Q38E87	94.0
CFAC1_290010800	LPMP_260500	A0A088RVA6	94.0
TcCL_ESM04336	TcCLB.506201.120	Q4DG77	94.0
TcCL_NonESM11875	C3747_157g110	A0A2V2W964	94.0
LSM04_007727	TvY486_0503450	G0TW28	94.0
GH5_06646	TRSC58_06937	A0A061IU64	94.0
Tc_MARK_2024	Tb927.6.4030	Q586A1	94.0
Lsey_0942_0010	Tb427.03.5050	Q582N2	94.0
BSAL_76535	LINF_280017700	A4I3J8	94.0
CFAC1_260056100	C3747_104g30	A0A2V2WHV6	94.0
C3747_442g7	C4B63_337g3	A0A2V2UI90	93.0
ADEAN_000572400	Tb927.6.2140	Q584U2	93.0
TCDM_00857	Lsey_0036_0280	A0A0N1I6Q3	93.0
PCON_0054210	LbrM.19.1320	A0A3P3Z3V2	93.0
LpyrH10_31_0560	ADEAN_000513200	A0A7G2CG21	93.0
TCSYLVIO_004717	BSAL_45170	A0A0S4JQM0	93.0
PCON_0004440	ADEAN_000028100	A0A7G2BZA1	93.0
PCON_0074820	TcCLB.504117.20	Q4CZ23	93.0
PCON_0028420	ADEAN_000075600	S9VLR3	93.0
TcIL3000.A.H_000318700	Lsey_0464_0050	A0A0N1HYS3	93.0
BSAL_74420	Tb927.8.4860	Q57UW6	93.0
Tb11.v5.0590	TcCLB.507559.20	Q4DAH1	93.0
Baya_081_0160	Tb927.10.2900	Q38BV5	93.0
LmxM.05.0510	Lsey_0815_0010	A0A0N1PBM9	93.0
BSAL_73295	LPMP_301020	A0A088RYG0	93.0
CFAC1_050026700	ADEAN_000674800	A0A7G2CHL3	93.0
TM35_000081990	TcIL3000_10_8370	G0UXE4	93.0
TevSTIB805.11_01.2000	ADEAN_000293700	S9VG75	93.0
Tb427_110036700	Tb927.11.3170	Q386J4	93.0
LbrM.09.0640	BCY84_04472	P14795	93.0
TM35_000074680	TvY486_0601260	G0TWJ7	93.0
TcIL3000_6_3840	TM35_000071740	A0A1X0P2X8	93.0
PCON_0031930	LINF_200018300	A4HYX4	93.0
LSM04_002490	TcIL3000_10_11090	G0UY63	93.0
ADEAN_000540100	LdBPK_303510.1	A0A3Q8IF79	93.0
Tc_MARK_112	LINF_240028700	A4I134	93.0
TcCLB.503823.70	C4B63_40g78	A0A2V2VPE7	93.0
BSAL_12900	TEOVI_000259000	A0A1G4IF64	93.0
BSAL_88120	ADEAN_000541700	S9W9A5	93.0
LbrM.32.3610	C3747_137g49	A0A2V2W908	93.0
C3747_218g30	ECC02_010966	A0A2V2VT63	93.0
Baya_060_0340	TM35_000072000	A0A1X0P1F2	93.0
Baya_050_0100	LINF_280029900	A4I3W2	93.0
BSAL_27895	LINF_150022000	A4HWM7	93.0
TCDM_02950	LdBPK_290030.1	A0A504Y2X4	93.0
TvY486_0304240	Tbg972.3.5470	C9ZLJ6	93.0
Lsey_0282_0030	TM35_000351860	A0A1X0NKZ6	93.0
TRSC58_06734	LINF_340044900	A4IAE1	93.0
PCON_0068630	Tc_MARK_9310	A0A2V2X7G7	93.0
TvY486_0905190	LMJLV39_350046400	E9AFL1	93.0
TcCL_NonESM02100	TRSC58_06587	A0A061IV48	93.0
ADEAN_000781300	ADEAN_001043300	A0A7G2CUA1	93.0
ADEAN_000746000	Lsey_0036_0240	A0A0N1I9W0	93.0
LpyrH10_08_0860	Tb927.3.3630	Q57W99	93.0
C3747_263g56	TcIL3000.A.H_000181500	Q583F3	93.0
TvY486_0806200	ADEAN_000731900	S9VMQ2	93.0
TcG_12635	TcCLB.462545.9	Q4CL77	93.0
ADEAN_000153300	TM35_000025350	A0A1X0P9E2	93.0
ADEAN_000572500	TcCLB.507019.100	Q4DA46	93.0
TcIL3000.A.H_000958700	TEOVI_000433000	A0A1G4IJR4	93.0
JIQ42_01525	Tc_MARK_2588	A0A2V2VV95	93.0
TRSC58_03954	LmxM.28.0640	E9AZM5	93.0
LAMA_000648100	LINF_310034500	A4I769	93.0
Tc_MARK_7888	Tb927.7.4660	Q57X82	93.0
PCON_0066210	LINF_240029300	A4I139	93.0
TEOVI_000419000	Tb927.10.7470	Q38AL7	93.0
TvY486_0900200	Tb927.9.1610	Q38FY6	93.0
LdCL_160008400	LtaPh_1603400	A0A640KHZ9	93.0
LpyrH10_02_1090	TcCLB.511727.100	Q4DY49	93.0
EMOLV88_340012500	LINF_340013000	E9AHS3	93.0
LTRL590_360008600	LINF_360008600	A4ICV3	93.0
BSAL_46785	Tb427.06.1500	Q585R0	93.0
Tb427_100021900	LbrM.21.0140	A4HBK7	93.0
C3747_104g72	TcCL_NonESM02932	A0A2V2WF42	93.0
PCON_0002800	TM35_000051180	A0A1X0P3L5	93.0
ADEAN_000449400	Tbg972.5.5090	C9ZPP1	93.0
BSAL_33305	Tb927.4.1950	Q583J8	93.0
LMJSD75_340012900	LpyrH10_05_0970	A0A0M9G467	93.0
PCON_0036640	BSAL_31205	A0A0S4JMC1	93.0
LSM04_006029	LdCL_320034500	A0A3Q8IH79	93.0
BSAL_56525	LINF_220012100	A4HZU4	93.0
TcSYL_0044090	Lsey_0031_0310	A0A0N1IA68	93.0
Tb1125.Tb11.v5.0241	TcCLB.505231.10	Q4CRR4	93.0
DQ04_00571080	ADEAN_000157100	A0A7G2C5V1	93.0
BSAL_48005	Lsey_0104_0010	A0A0N1PEH4	93.0
BSAL_32125	TcCLB.508781.20	Q4DB72	93.0
TcG_09484	TcCLB.507951.140	Q4D712	93.0
Baya_005_0590	LINF_190014900	A4HYB4	93.0
DQ04_01061140	LpyrH10_06_3680	A0A0N0DWE9	93.0
Baya_192_0150	ADEAN_000072300	A0A7G2C5Y1	93.0
ADEAN_000498600	TcCLB.511289.70	Q4DD13	93.0
TRSC58_05065	LINF_060015200	A4HSY7	93.0
TcIL3000.A.H_001025300	ADEAN_000357700	S9X004	93.0
DQ04_01031080	TcCLB.508999.200	Q4E0D7	93.0
ADEAN_000749100	TcCLB.507669.180	A0A2V2WQE4	93.0
DQ04_01081110	TcIL3000.A.H_000383400	Q585J8	93.0
LAMA_000104700	LbrM.16.1210	A0A3P3ZC08	93.0
LTULEM423_310022100	TcIL3000_0_30750	F9W4S1	93.0
BSAL_32395	Tb927.6.3290	Q584X2	93.0
PCON_0009320	LPMP_211680	A0A088S9E1	93.0
CUR178_08446	TcCLB.508501.240	Q4DUU2	93.0
BSAL_73365	LINF_010005400	A4HRC6	93.0
TcIL3000.A.H_000683700	LINF_350050400	A4IBY6	93.0
ADEAN_000334900	LDHU3_26.0440	A0A3Q8INW1	93.0
LdCL_010007000	TEOVI_000141200	A0A1G4IBY5	93.0
LSM04_008002	Tb927.9.3750	Q38FF8	93.0
TvY486_0501110	LINF_150006900	A4HWB7	93.0
TevSTIB805.8.8840	TcIL3000_0_49170	F9WAK7	93.0
C4B63_152g40	TcBrA4_0114700	A0A2V2UHV4	93.0
BSAL_59915	Lsey_0191_0050	A0A0N1I3C5	93.0
ADEAN_000522300	LINF_330018400	A4I8X4	93.0
EMOLV88_360024900	LdCL_360026500	A0A3S5H823	93.0
LbrM.23.0110	ADEAN_000660000	A0A7G2CJ75	93.0
BCY84_14410	TcCLB.507007.45	Q4DH47	93.0
Lsey_0166_0170	ADEAN_000897000	A0A7G2CNK5	93.0
TcIL3000_0_44200	TM35_000112490	A0A1X0NYF0	93.0
JKF63_02193	TcCLB.509215.16	Q4CUY7	93.0
CFAC1_300024400	ADEAN_000639000	A0A7G2CIL5	93.0
PCON_0081360	TcCLB.508851.180	Q4DJB6	93.0
LTRL590_290016300	LINF_290015200	A4I4F2	93.0
TcCL_NonESM05715	C3747_130g74	A0A2V2WAE8	93.0
TcCL_ESM00529	Tb427.03.3000	Q57ZL2	93.0
ADEAN_001045600	LDHU3_31.5260	A0A3Q8IKF6	93.0
ADEAN_001055600	BSAL_79590	A0A0S4J0G1	93.0
BCY84_07009	TRSC58_05069	A0A061IZF2	93.0
BSAL_23570	ADEAN_000027600	S9WXJ5	93.0
BSAL_29850	TcG_07882	A0A2V2WF59	93.0
BSAL_38745	LtaPh_3545900	A0A640KUP6	93.0
BSAL_49570	Tb927.11.10600	Q383L9	93.0
BSAL_92755	TcCLB.510259.6	Q4CUY9	93.0
LpyrH10_12_1100	C3747_174g73	A0A2V2UJ31	93.0
TcIL3000_0_26230	Tb927.10.3990	Q38BK1	93.0
ECC02_004606	Tb427.07.1550	Q57WP5	93.0
BSAL_06525	Tb927.9.9710	Q38E26	93.0
LpyrH10_13_0920	BSAL_86970	A0A0S4J1S0	93.0
TcIL3000_0_41060	TcBrA4_0090420	A0A2V2VPX1	93.0
ADEAN_000027900	ADEAN_000027900	A0A7G2C2E1	93.0
Tb11.v5.0145	TEOVI_000415400	A0A1G4IJ62	93.0
TvY486_1002270	LINF_210009800	A4HZ43	93.0
JKF63_05602	TcG_00667	A0A2V2VUC1	93.0
PCON_0045350	LDHU3_33.0090	A0A3Q8IJU1	93.0
PCON_0086300	Tb427.08.5030	Q57UH5	93.0
LtaPh_3439100	LdBPK_366770.1	E9BV33	93.0
TvY486_0014580	Tb427.07.290	Q57U25	93.0
BSAL_59360	TcBrA4_0079650	A0A2V2XG19	93.0
PCON_0009450	LDHU3_34.3640	A0A504WW86	93.0
LSM04_007422	TcBrA4_0045140	A0A2V2V5D1	93.0
TcIL3000.A.H_000600700	LINF_100012400	A4HUG8	93.0
Baya_173_0140	TcCLB.503809.110	Q4DK09	93.0
CFAC1_260012200	TcCLB.511367.74	Q4DYI4	93.0
LmxM.26.0660	Tb427.07.1300	Q57WS0	93.0
TvY486_0030270	LINF_100006000	A4HUB8	93.0
TM35_000151610	LINF_240017900	A4I0W5	93.0
C3747_22g91	TM35_000192260	A0A1X0NTG7	93.0
C3747_2g355	LINF_190021400	A4HYI0	93.0
Lsey_0094_0280	TcCLB.511229.110	Q4D449	93.0
Baya_004_1180	LINF_350028600	A4IBC5	93.0
TCDM_12815	TCDM_12815	V5APY8	93.0
LbrM.33.2.000570	LINF_330012200	A4I8R9	93.0
LbrM.18.2.000890	Tb927.10.13300	Q388R7	93.0
CFAC1_210028300	BSAL_17790c	A0A0S4KGM1	93.0
LENLEM3045_310006900	ADEAN_000148600	A0A7G2C7T0	93.0
TcCL_Unassigned00684	TRSC58_06039	A0A061IUG8	93.0
C3747_104g66	LpyrH10_04_5610	A0A0N1J551	93.0
LSM04_003890	TcCLB.506989.160	Q4DW91	93.0
PCON_0078510	TcCLB.509715.90	Q4DGE7	93.0
ADEAN_000885500	LMJSD75_260028400	Q4Q8V7	93.0
TvY486_0303590	TcCLB.434931.10	Q4CLP9	93.0
TCSYLVIO_001754	Tbg972.11.8490	D0A7S9	93.0
BSAL_76355	LbrM.11.0370	A4H6I5	93.0
LSCM1_03241	LpyrH10_02_5520	A0A0M9G8W5	93.0
TRSC58_04288	ADEAN_000680300	S9UD16	93.0
TcIL3000.A.H_000697600	LINF_350035500	A4IBJ0	93.0
TM35_000024760	TcIL3000_10_4200	G0UW91	93.0
ECC02_011867	LpyrH10_11_2720	A0A0M9FZZ1	93.0
Tbg972.11.6970	TEOVI_000229600	A0A1G4IEB3	93.0
LMARLEM2494_350022700	TcCLB.506727.4	Q4DAN7	93.0
LMARLEM2494_210026500	Tbg972.10.180	D0A0Z5	93.0
LBRM2903_210017500	LMJSD75_210018400	Q4QC91	93.0
PCON_0058500	TcCLB.511381.50	Q4D132	93.0
